"P11_L","P12_L","P13_L","P14_L","P15_L","P16_L","P17_L","P18_L","P19_L","P20_L","P11_PL","P12_PL","P13_PL","P14_PL","P15_PL","P16_PL","P17_PL","P18_PL","P19_PL","P20_PL"
"ABL1",9.6169,9.5499,9.3175,9.5502,9.8398,9.5591,9.7421,9.6063,9.1107,9.7397,9.5383,9.7159,9.3414,9.8291,9.405,9.7399,9.8675,9.3625,9.2977,9.3484
"ABL2",7.7612,7.83303333333333,7.66543333333333,7.95606666666667,7.75316666666667,7.50326666666667,8.06493333333333,7.82553333333333,7.8007,7.76316666666667,7.97413333333333,7.92513333333333,7.70573333333333,8.09046666666667,7.93616666666667,7.71453333333333,8.02263333333333,7.85973333333333,7.81733333333333,7.81603333333333
"ABLIM1",12.99025,13.1044,13.014,12.9923,12.90665,13.122,13.1787,13.15255,12.9459,12.9873,13.13045,13.007,13.0355,12.99835,12.9748,13.0218,13.0633,13.15225,13.13595,12.94295
"ABLIM2",5.84416,5.75458,6.01696,5.89674,5.55184,5.48174,5.8367,5.87264,5.7802,5.80246,5.71724,5.78238,5.7859,5.9596,5.48384,5.43542,5.7069,5.8569,5.42094,5.5081
"ABLIM3",8.7706,8.5829,7.9133,8.7077,8.7081,8.0823,9.169,7.9004,8.1792,8.8129,8.5146,8.9335,7.9227,8.7098,8.3235,8.2961,9.1565,7.6958,8.304,8.4217
"ABO",6.15115,6.1983,6.2869,6.03015,6.0337,6.01965,6.14735,6.172,6.1425,6.05435,6.3448,6.08715,6.03105,5.82495,6.2405,6.09345,6.1105,5.8592,6.1395,6.1068
"abParts",5.8883,5.6164,5.8062,5.9534,6.4187,6.0729,5.5324,5.5529,6.3542,6.1222,5.9082,5.5521,5.6488,5.7975,6.1439,6.0522,5.5576,5.9365,5.9686,6.1183
"ABR",8.13895,7.5979,8.0755,7.68285,8.12475,7.9977,8.0702,7.88575,8.3444,7.93295,8.19355,7.93585,7.8619,7.9797,7.7985,7.9943,8.12305,8.06245,8.2532,7.9209
"ABRA",4.2643,3.9116,4.0786,3.8987,3.9959,4.03215,3.80495,3.7868,3.91975,3.74415,3.93715,3.91485,4.5435,4.11065,3.9619,3.93555,3.9168,3.92085,3.85625,3.5983
"ABRACL",11.6835,11.3838,11.2953,11.5593,11.4338,11.756,11.4923,11.8712,11.4683,11.8913,11.7749,11.4415,11.2695,11.5408,12.0482,11.7447,11.4336,11.6902,11.8725,12.13
"ABT1",8.0454,7.953,8.4038,8.4228,8.2819,8.1903,8.0809,8.0815,8.3453,8.1306,8.151,8.1155,8.2688,8.1579,8.0289,8.0161,8.1223,7.9368,8.1496,8.005
"ABTB1",5.32148,5.33752,5.51874,5.5076,5.63594,5.49162,5.55214,5.4797,5.73842,5.42268,5.19324,5.58312,5.36106,5.38238,5.6566,5.5517,5.4358,5.4024,5.52502,5.5214
"ABTB2",6.41335,6.4089,6.5316,6.5212,6.5515,6.2723,6.1601,6.70635,6.347,6.6066,6.5678,6.4892,6.6055,6.4879,6.6566,6.2284,6.39835,6.64595,6.4061,6.6139
"AC000111.3",2.3147,3.9055,2.3109,2.625,2.2178,1.9967,1.9232,1.9609,1.8083,2.0339,2.1578,2.2439,2.655,2.1515,2.0339,2.1405,2.2107,2.0277,2.0482,1.9311
"AC002059.10",4.9044,4.8566,4.5565,4.7686,4.6076,4.2425,4.2896,4.4052,4.208,4.4087,4.356,5.2693,5.0904,4.8124,4.7658,4.5217,4.4522,4.7996,4.1902,4.8626
"AC002064.5",2.7671,2.6923,2.7932,2.7555,3.0567,2.9893,2.6868,2.7745,2.9017,2.5273,2.676,2.9063,2.7691,2.499,2.3322,3.1921,2.6343,2.4308,2.7257,3.1275
"AC002310.12",8.7553,8.867,8.7905,8.8459,8.9907,8.8771,8.7337,8.3457,8.639,8.7895,8.6793,8.8157,8.808,8.7772,9.021,8.7868,8.8473,8.7733,8.6786,8.8357
"AC002310.7",4.9903,4.8566,5.2193,5.0701,4.8241,5.1197,4.9146,4.9826,4.946,4.9201,4.7975,4.9212,4.9896,4.962,4.9702,4.9018,4.9172,5.1122,5.0047,5.0536
"AC003973.4",2.6375,3.1735,2.7213,2.5916,2.6266,2.608,2.7876,3.0123,2.7082,2.6661,2.7672,2.8644,2.7729,2.5872,2.8572,2.9928,2.2278,2.9812,3.1015,2.7306
"AC003986.5",4.976,5.3536,5.586,5.3451,5.5201,5.1442,5.3089,5.2728,5.5168,5.0962,4.9961,5.3877,5.3721,5.3837,5.4371,5.149,4.8441,5.3422,5.0822,5.1156
"AC003989.4",5.3866,5.4113,5.6317,5.2555,5.4011,5.5922,5.5595,6.1487,5.6805,5.943,5.6033,5.7399,5.4595,5.5048,5.5658,5.6153,5.5058,6.1791,5.6146,5.6065
"AC004158.3",2.6697,2.6026,2.7059,2.6336,2.4465,2.7662,2.6251,2.5833,2.6165,2.5961,2.55,2.5237,2.8055,2.3121,2.3944,2.7083,2.5197,2.5777,2.4775,2.4478
"AC004490.1",5.1239,5.1797,5.7179,5.5875,5.7094,5.5143,5.3938,5.5017,5.6373,5.5352,5.3043,5.2845,5.5063,5.5831,5.381,5.5018,5.4982,5.4191,5.4442,5.3648
"AC004538.3",3.7847,4.151,3.1656,3.9894,4.3297,3.6243,3.6937,3.4653,3.0234,4.5945,3.2984,3.8366,3.4605,4.0038,3.7894,3.9246,3.6202,3.1656,3.7126,3.5917
"AC004692.5",7.8738,7.7854,8.0841,8.2275,7.9747,7.9209,8.2333,7.9666,7.9803,7.7262,7.9167,7.546,7.9195,7.99,7.8616,8.1032,7.7596,8.101,7.9405,7.9453
"AC004941.5",9.1036,9.4887,9.4355,9.6331,9.3651,9.5211,9.621,9.5918,9.4045,9.4364,9.4482,9.357,9.4898,9.6062,9.4311,9.4398,9.2065,9.6428,9.4587,9.6372
"AC004951.6",8.9983,9.5295,9.1194,8.2309,9.3035,8.8952,8.8073,8.5482,8.2443,8.2928,8.9462,9.0351,8.9799,8.8093,9.0983,9.0023,9.1603,8.9316,8.7187,8.3574
"AC005162.4",3.2211,2.975,3.2117,3.0446,3.1644,3.1495,3.1388,3.0534,3.084,3.4907,2.7796,3.2742,3.3195,3.2268,3.2157,3.1767,2.9133,3.2873,3.1758,3.1891
"AC005224.2",5.901,6.2217,5.7469,5.4092,5.522,6.3248,5.4759,5.6205,5.7598,5.8605,5.7476,5.2933,5.3721,5.3501,5.3381,5.9396,5.6701,5.9285,5.8958,5.9526
"AC005256.1",4.8934,4.9977,5.3548,4.9521,4.9529,4.8391,4.9945,5.1261,4.9867,5.0828,4.7762,5.0281,5.0466,5.0876,5.1087,4.9959,4.8893,5.0758,5.2666,5.0736
"AC005306.3",7.3235,6.7442,7.0321,7.0412,6.9995,7.1949,6.5676,7.0035,7.0677,6.8386,6.7621,7.2089,7.0809,6.8781,6.6967,7.2034,7.1092,7.1847,6.8209,7.1029
"AC005498.3",4.6681,4.1456,5.0031,4.3199,4.66,4.5401,4.6119,4.7158,4.7689,4.8819,4.6131,4.545,4.8897,4.8164,4.3894,4.3015,4.5092,4.7601,4.677,4.7041
"AC005523.2",11.1333,11.249,11.6797,11.3981,11.4992,11.3862,11.1538,11.4881,10.6049,11.5018,11.6018,10.9594,11.7731,11.386,11.4966,11.3143,11.1338,11.4816,11.283,11.3461
"AC005523.3",5.5498,5.3616,5.9864,5.693,5.7175,5.6692,5.6611,5.8456,5.711,5.8551,6.0576,5.2319,5.865,5.6069,5.7152,5.5637,5.5756,5.785,5.6955,5.489
"AC005537.2",4.1827,3.6788,3.9657,4.6586,3.8256,3.3657,3.7399,3.7379,6.1259,5.1105,4.3892,4.2845,3.8023,4.4225,3.8,3.7315,3.3846,4.254,5.2348,4.6999
"AC005592.3",2.442,2.3751,2.5858,2.484,2.2449,2.1448,2.3471,2.0975,2.4086,2.9366,2.2632,2.5989,2.1331,2.5197,2.4685,2.1832,2.5644,2.3248,2.2635,2.5529
"AC005606.14",7.5724,7.3639,7.6247,7.7111,7.4824,7.4795,7.6461,7.6718,8.064,7.7555,7.5388,7.5236,7.3571,7.4599,7.4787,7.5382,7.8358,7.6271,7.7419,7.8046
"AC005754.7",2.7088,2.5106,2.7935,2.7897,2.9661,2.7551,3.2499,3.4939,3.3951,3.3328,2.8702,3.0126,2.8935,2.9355,2.8468,3.0101,2.9185,3.1131,3.1817,2.6947
"AC005785.2",5.1942,4.9715,5.4752,5.216,5.0587,5.3434,4.8017,4.9295,5.1117,5.0448,5.2454,5.3757,5.1605,5.5057,5.2561,5.205,5.4215,4.9742,5.1865,5.2762
"AC005838.2",5.1801,5.1588,5.4124,4.6074,4.6545,5.3845,3.9612,5.1487,5.0391,5.2685,4.3951,5.0466,5.2441,5.0591,4.5208,5.3011,4.6451,4.8164,4.9584,5.4328
"AC006026.13",5.0896,6.2913,5.9667,6.4254,6.6917,7.0355,6.7659,6.8484,7.4628,4.9846,5.3543,6.6959,5.484,6.4859,6.4367,6.8642,6.7151,6.9748,6.5966,4.5973
"AC006129.2",2.8033,2.8006,2.9461,2.5849,3.06,3.0073,2.8006,2.8873,2.2234,2.6516,2.8587,2.5693,2.8717,2.9045,2.7015,2.8795,2.7324,2.7768,2.8018,2.6343
"AC006538.1",4.4562,3.9322,4.4477,4.4712,4.4336,4.3865,4.7479,4.0235,4.5638,4.8153,4.564,4.2093,4.4308,4.6769,4.4952,4.4658,4.3413,4.3744,4.3382,4.9074
"AC007228.11",4.3632,4.7906,5.122,4.7286,4.7585,4.6719,5.0227,4.7552,5.6325,5.0993,4.8076,4.9581,4.7278,4.7289,4.8757,4.5879,5.0344,4.9459,4.7741,5.1148
"AC007255.8",3.3991,3.9644,3.5073,3.5011,3.6959,3.3402,3.6836,3.8037,3.7952,3.6053,3.9099,3.7726,3.3839,3.7,3.7617,3.7517,3.8659,3.8058,3.5714,3.5996
"AC007292.3",7.2985,7.098,7.2858,7.1676,7.3127,7.1549,6.9423,7.5098,7.024,6.7939,7.1746,6.783,7.223,7.5049,7.3025,7.0881,7.0465,7.1165,7.0113,6.8332
"AC007349.5",2.9205,2.872,3.4007,2.9187,2.9404,2.8825,2.838,3.1414,2.5921,3.3018,2.9881,3.2793,3.0186,3.2999,2.7672,2.8384,2.8206,2.9024,2.7572,3.0667
"AC007362.3",5.46913333333333,5.39953333333333,5.323,5.57413333333333,5.59686666666667,5.3264,5.4568,5.40446666666667,5.1391,5.6675,5.515,5.53973333333333,5.32493333333333,5.48496666666667,5.49743333333333,5.32476666666667,5.73096666666667,5.3091,5.45006666666667,5.62843333333333
"AC007364.1",3.2396,2.6771,2.9483,2.867,2.4394,2.4065,2.6035,2.9262,3.0846,2.5992,2.7811,2.7768,2.4691,2.5295,2.6677,2.5483,2.3743,2.8216,2.6226,2.7259
"AC007365.3",6.2683,6.1827,6.0523,5.6508,5.9441,5.9503,5.9708,6.2124,5.6965,5.5558,6.2654,6.1105,6.1233,5.9309,5.8953,6.0935,5.9873,6.0635,5.8557,5.6681
"AC007389.3",4.8466,4.4568,4.6896,4.3152,4.8211,4.6154,4.3989,4.6753,4.566,4.4453,4.7046,5.1436,4.6117,4.9042,4.6805,4.6731,4.206,4.3831,4.5747,4.6207
"AC007401.2",7.1782,7.0745,6.7328,6.6247,6.6347,6.8596,6.6857,6.6561,6.7209,6.3662,7.2925,6.7382,7.0896,6.3695,6.7191,6.8072,7.2309,6.9542,7.1023,6.5607
"AC007557.2",3.1562,3.3517,3.0641,3.1192,3.039,2.8672,2.9228,2.8999,3.1004,2.718,2.9406,2.9532,3.0512,3.1562,2.8089,2.8839,2.8355,3.0658,2.957,3.0332
"AC007680.2",4.5742,4.4578,4.5471,4.4358,4.5728,4.5206,4.3755,4.579,4.8799,4.4812,4.5362,4.8621,4.3679,4.7367,4.6634,4.53,4.7613,4.5971,4.4578,4.8292
"AC007787.2",5.5766,5.7611,5.8846,5.5544,5.765,5.2773,5.6745,5.8314,5.5752,5.6535,5.1719,5.6152,5.5872,5.7336,5.4685,5.5014,5.7006,5.7338,5.5273,5.4847
"AC007967.3",2.4196,2.24,2.5536,2.6443,2.5196,2.3352,2.4393,2.593,2.54,2.3273,2.3869,2.2895,2.3352,2.4137,2.2066,2.1668,2.4202,2.3456,2.5433,2.2198
"AC008088.4",5.1737,5.3691,5.5419,4.3967,5.0071,5.8998,5.6422,5.5288,5.6307,5.1714,5.2933,6.0909,5.6039,4.5719,5.3879,5.9133,5.6121,4.9129,6.0215,5.7043
"AC008746.12",6.4078,5.5056,5.2568,5.3616,5.6391,6.5102,6.2587,5.8607,6.1974,6.1152,6.5415,5.1486,5.9835,5.6404,6.101,6.2622,6.0933,6.6253,5.974,6.2818
"AC008753.4",5.4718,5.472,5.6584,5.3959,5.3977,5.3765,5.3955,5.57,5.5242,5.2874,5.6176,5.2344,5.4179,5.7816,5.3797,5.2968,5.5168,5.2698,5.507,5.2292
"AC009120.6",11.1745,10.8973,11.339,11.0929,11.1505,11.1698,10.8564,11.2423,11.1977,11.022,11.1518,11.0464,11.1559,11.0485,11.0403,11.0017,10.9939,11.1193,11.1348,11.0472
"AC009133.15",4.4232,4.6851,5.0732,4.7219,4.9874,4.8334,5.0155,4.9913,4.9285,4.5206,4.6574,4.4427,4.8983,4.7487,4.8198,4.796,4.8698,4.8049,4.8618,4.8763
"AC009237.8",7.1339,6.6295,6.5585,6.454,6.6491,6.5603,6.5929,6.601,7.118,6.587,6.813,6.8779,6.5989,6.3572,6.5393,6.6043,6.5555,6.5164,7.001,6.6641
"AC009502.4",2.901,3.063,3.0958,2.9324,3.0983,2.9077,2.7045,2.7609,3.0374,2.9785,2.752,2.7608,2.9905,2.9582,3.0661,3.0872,2.867,2.7256,2.9559,3.0145
"AC009947.3",3.0993,3.1804,3.184,3.0014,3.2632,2.9566,3.1243,2.794,3.341,3.0861,2.9763,3.2301,3.1369,3.1671,3.0228,3.2968,3.0534,3.1131,3.3562,3.2697
"AC010095.5",4.7379,4.8104,4.807,4.7589,4.5149,4.9388,4.6078,5.0312,4.6689,4.7441,4.9482,4.5992,4.689,4.7332,4.8254,4.513,4.8767,4.6495,4.6057,4.4729
"AC010145.3",3.6343,3.6903,3.8233,3.719,3.7429,3.8952,3.8205,3.7181,3.9061,3.5857,3.542,3.8188,3.8433,3.8371,3.6113,3.7111,3.5812,3.9208,3.6817,3.5093
"AC010145.4",2.8018,3.0913,2.9766,2.6553,3.2364,2.7422,2.9434,3.1816,3.0356,3.3039,2.8753,2.85,3.1444,3.033,3.189,2.7481,2.8237,3.1542,2.9859,3.0406
"AC010524.4",3.0378,2.9229,2.90465,3.0533,3.21735,2.885,2.92435,3.13975,3.0006,3.15705,3.18695,3.01775,2.9177,2.8883,2.83975,2.87235,3.06525,2.93535,2.7731,2.9038
"AC010980.2",4.8257,4.9446,4.9439,4.3587,5.0424,4.9324,5.1118,5.0218,5.4019,5.2408,5.1606,4.8788,4.891,4.9489,5.0712,4.5847,5.1869,5.2291,4.9282,4.9212
"AC011997.1",2.3682,2.1229,2.2835,2.0334,2.2757,2.1111,2.1273,2.3075,2.2624,2.0067,1.8991,2.0832,2.3217,1.984,3.2135,1.8738,2.026,2.2422,2.3634,2.0302
"AC012065.7",7.9769,7.4149,8.1324,7.7212,7.9088,7.6652,7.6057,7.6714,8.1309,7.5508,7.5207,7.7645,8.1975,7.7731,7.5753,7.1874,7.6689,7.6447,7.9762,7.2028
"AC012360.6",5.6041,5.6251,6.247,5.806,5.3794,5.5465,5.899,5.3129,5.8325,5.2296,5.6009,5.3436,5.7211,5.7131,5.4556,5.5944,5.5465,5.5977,5.5136,5.5281
"AC012499.1",2.5214,2.811,2.5955,2.4403,2.7193,2.4551,2.72,2.6923,2.3611,2.4135,2.5388,2.7002,2.8721,2.6976,2.8339,2.6915,2.3274,2.8343,2.3847,2.3669
"AC012531.25",2.6436,2.4771,3.1356,2.7775,2.67,3.0234,3.0499,3.0005,2.2302,2.5664,3.0111,3.1804,2.9114,2.5969,2.7026,2.7247,2.7645,2.3968,2.5612,2.7306
"AC013463.2",4.9057,5.1179,5.0772,4.9615,4.8949,5.3742,5.4028,5.2529,5.0132,4.9373,5.0563,5.1351,4.8716,5.0806,5.1141,5.2005,5.2122,5.1172,5.0306,4.8369
"AC013733.4",2.64515,2.5731,2.7394,2.797,2.49695,2.45765,2.4388,2.4983,2.6086,2.55615,2.4467,2.5622,2.69455,2.3787,2.20785,2.6482,2.38635,2.4,2.4588,2.39425
"AC016831.7",3.2077,3.8996,3.6779,3.9572,3.6092,3.3619,3.8209,3.4068,3.1136,3.2053,3.551,3.7145,3.688,3.3345,3.7997,3.6533,3.7702,3.5272,3.5397,3.7521
"AC016999.2",4.3566,4.4564,4.538,4.4869,4.5394,4.1307,4.7078,4.5058,4.7029,4.6696,4.2642,4.4215,4.5232,4.3774,4.266,4.5837,4.3357,4.2811,4.6951,4.4016
"AC017002.2",4.7897,4.6405,4.145,4.903,4.9119,4.7933,5.6258,5.181,4.3587,4.4658,4.9151,4.8762,4.4832,4.808,5.0096,5.0183,5.7766,4.6541,4.6204,4.7867
"AC017104.6",7.0143,7.0407,7.0975,6.8346,6.7392,6.8427,6.746,7.1053,6.7971,6.7858,6.9453,6.8901,6.8728,6.9694,6.9489,6.8821,6.6599,7.1272,6.9712,6.9039
"AC018462.2",3.7996,4.2211,4.0779,3.9424,3.8075,3.8919,3.9954,3.6698,3.647,3.9724,4.1653,3.6828,4.0658,4.1315,3.9409,4.0175,3.6687,4.0437,3.856,3.6006
"AC018755.16",5.8169,5.8286,6.0807,6.3009,6.1824,5.844,5.9662,6.3003,6.1787,5.9106,5.8569,5.9896,6.0747,5.9587,5.9859,5.9422,5.7765,6.0883,6.0792,5.8259
"AC018755.17",3.7679,3.8879,3.7382,3.5744,3.8227,3.5917,3.7422,3.9715,3.8066,4.0193,3.5037,3.4053,3.7553,3.6828,3.5424,3.2354,3.3954,3.8857,3.9241,3.5836
"AC018766.6",4.2914,4.4521,4.3859,4.1317,4.2774,4.3649,4.0669,4.3109,4.2279,3.9051,4.2736,4.4359,4.5981,4.6656,4.2172,3.9088,4.1578,4.1679,4.0669,3.9957
"AC018816.3",5.2933,5.52,5.4124,5.9993,5.0721,5.4574,5.4354,5.3353,5.68,5.2441,5.4813,5.1817,5.5503,6.0787,5.3634,5.2805,5.4727,5.2852,5.7791,5.9185
"AC024560.2",6.4009,6.9936,5.3712,6.1495,5.1704,4.2924,5.0853,5.047,4.2933,5.2286,5.662,7.2549,4.6444,6.0239,4.6291,4.3971,5.0855,5.1691,4.5123,5.8369
"AC025442.3",5.9475,5.95925,6.1748,6.06525,6.09285,6.1774,5.90975,6.2857,5.6359,5.98685,5.8339,5.69965,6.07525,6.04065,5.8604,6.144,5.85785,6.033,6.07105,5.92045
"AC064852.4",4.8836,5.1815,5.2372,4.6848,5.4299,5.3016,5.0504,5.1431,5.5486,5.3317,5.5678,5.0978,5.432,5.7128,5.3345,5.5217,5.5649,5.2034,5.2102,5.216
"AC067956.1",2.0329,2.1988,2.3705,2.2091,2.2539,2.2182,2.2081,2.3748,2.186,2.2986,2.1129,2.2094,2.3901,2.1742,2.0675,2.1075,2.1936,2.1392,2.6327,2.1367
"AC068039.4",4.6163,4.5957,4.3933,4.4813,4.4915,4.3016,4.0715,4.1806,3.9278,3.9751,4.7844,4.3826,4.5306,4.4627,4.2602,4.5941,4.3787,4.6529,4.1117,4.1834
"AC068138.1",4.2773,4.5271,4.9196,4.6509,4.4558,4.2254,4.4873,4.3106,4.443,4.5043,4.3551,4.5791,4.8662,4.617,4.4174,4.2774,4.6779,4.6937,4.5149,4.6345
"AC068831.3",5.3315,5.2776,5.6545,5.6117,5.5196,5.4543,5.6012,5.527,5.4762,5.3347,5.3009,5.7452,5.7763,5.6326,5.3626,5.4309,5.3108,5.3269,5.4055,5.1966
"AC069277.2",3.201,2.8439,2.9396,2.7707,3.1141,2.8918,2.7881,2.688,2.8486,2.913,2.776,3.1524,2.7012,2.8711,2.783,3.2537,2.8294,2.6801,2.6729,2.7725
"AC073283.7",7.0516,7.0397,7.0226,6.281,7.149,6.8936,6.6561,7.0482,7.0261,6.6706,7.4242,7.0895,7.2271,6.6487,7.0673,7.1385,7.2552,7.2247,7.0038,6.9143
"AC073321.4",5.2118,5.6389,5.9614,5.9548,5.904,5.7745,5.7602,6.086,5.5768,5.9272,5.8089,5.3799,5.6775,5.8024,5.7704,5.8227,5.6502,5.4951,5.8259,5.7938
"AC074212.6",5.4706,5.57975,5.61345,5.51715,5.52205,5.39115,5.4999,5.6575,5.46615,5.53875,5.49,5.5429,5.66485,5.71565,5.6373,5.3823,5.5639,5.56545,5.60375,5.4696
"AC078842.4",2.4963,2.7803,2.2323,2.7234,2.3585,2.6224,2.3485,2.534,2.3905,2.2803,2.4096,2.5989,2.6024,2.2847,2.5574,2.3445,2.4124,2.5278,2.5843,2.3148
"AC078883.3",5.883,6.1588,6.63,6.2245,6.0191,6.1544,6.5746,6.473,5.263,6.0151,6.4975,5.9714,6.2718,6.4099,6.3019,6.383,6.4929,6.2314,5.9882,6.2225
"AC079305.10",3.7835,4.5609,5.2239,5.5129,4.95,4.6299,3.8037,4.7342,4.6206,4.6529,4.6012,4.6102,4.6857,4.8604,4.4307,4.7138,3.8031,4.5125,4.4034,5.0053
"AC079741.2",2.0451,2.3094,2.8564,2.4473,2.4719,2.5317,2.5205,2.3598,2.7431,2.6179,2.2642,2.4953,2.2126,2.4421,2.3927,2.1095,2.4625,2.4689,2.6204,2.4304
"AC079767.4",2.9628,3.0567,2.7059,2.8572,3.2452,2.8668,2.7284,2.8102,2.769,3.3079,2.9435,2.2543,2.9378,2.6565,2.7933,2.8545,3.0941,2.7735,2.7173,3.5471
"AC079807.4",2.6521,2.5794,2.9864,3.1109,2.6242,2.5947,2.9637,2.8671,3.0142,2.7204,2.4226,2.5675,2.6749,2.8518,2.922,2.5587,2.5351,2.7784,2.6911,2.9698
"AC083843.1",5.93175,6.1003,5.4316,5.83735,5.29805,5.9621,6.07625,5.39765,5.48835,5.80805,6.04325,5.98265,5.7078,5.6279,5.6334,5.8844,6.4423,5.6179,5.77525,5.80225
"AC083949.1",8.0347,7.7967,8.3442,7.733,8.1898,8.4944,8.3232,7.8942,7.7615,7.8836,8.2232,7.823,8.4045,8.0068,8.2742,8.273,8.3199,8.0049,8.2228,7.9228
"AC084219.3",4.2896,3.8452,4.1138,4.1693,4.237,4.171,4.3057,4.4107,4.2688,4.2079,4.134,4.2677,4.1794,4.3968,4.5486,4.3563,4.2079,4.6674,4.2973,4.3039
"AC087501.1",3.607,3.5516,3.4167,2.9697,3.0924,3.5231,2.948,3.1762,3.3429,3.3614,3.2429,3.1133,3.4898,3.1015,3.1324,3.6486,3.0337,3.579,3.049,3.2527
"AC090627.1",4.837,5.2612,4.3009,4.444,4.8565,4.9811,4.235,4.2131,4.5424,4.5435,4.7608,5.7974,5.1928,4.9905,4.7801,6.0418,4.8033,4.6417,4.7608,4.668
"AC091133.1",7.1329,7.0088,7.3542,7.329,6.8568,7.0873,7.145,6.8232,7.4298,7.5057,7.0726,7.0624,6.9715,7.1612,6.7346,6.9569,7.3175,6.8454,7.2094,7.1121
"AC091633.3",2.6205,2.6634,2.237,2.2718,2.848,2.9045,2.3999,3.1206,2.9248,2.5468,3.0041,2.1057,3.2643,2.4074,2.4488,2.76,2.2043,2.5528,2.374,2.4242
"AC092155.4",3.081,2.8162,3.0361,3.5183,2.6138,2.5687,3.1115,2.7916,2.7394,2.3218,2.9649,2.9846,2.6829,2.9736,2.8283,2.3684,2.869,2.6464,2.8056,2.3207
"AC092192.1",3.6478,4.0702,3.2281,3.8082,3.4096,3.3421,3.5223,3.4099,3.265,3.4126,3.5988,4.1405,3.553,3.2906,3.5721,3.2642,3.2755,3.6902,3.4957,3.995
"AC092620.2",7.2335,6.9577,6.8887,6.4087,6.4521,6.6918,6.417,6.1411,7.1501,6.4916,7.1585,6.9746,7.088,6.2533,6.529,6.6901,6.7477,6.845,6.5896,6.6269
"AC092660.1",3.0171,3.1441,2.9662,2.79,2.9463,3.0088,2.8021,3.0246,3.1718,2.8292,2.9068,2.9064,3.0538,2.8919,2.8292,2.8684,3.1015,2.6582,2.7893,2.9991
"AC092667.2",2.7528,2.7821,3.0514,2.9268,2.8473,2.7308,2.3943,2.6556,3.2333,2.5917,2.907,2.7106,2.4545,2.6961,2.9133,2.2946,2.487,2.6502,2.7283,2.5717
"AC099684.1",4.6329,4.6049,4.7323,4.5035,5.003,4.4404,4.5262,4.9502,4.8113,4.4734,4.6274,4.8122,4.6668,4.7029,4.7921,4.6512,4.7442,4.7079,4.4462,4.5281
"AC099850.1",4.5801,3.8484,5.3244,4.9477,4.4833,4.7413,4.3755,4.4868,5.3193,4.7503,4.5674,4.8742,4.769,4.769,4.3505,4.8634,4.7448,4.6438,4.5399,4.377
"AC100830.4",5.6938,5.3791,5.4963,5.1308,5.3509,5.734,5.0108,4.8074,5.1486,5.3036,5.2057,5.7362,5.3721,5.0738,5.2887,5.2916,5.2909,5.5317,5.2338,5.097
"AC104537.2",3.7301,3.7919,3.9344,4.0397,3.7993,3.4474,3.5815,3.5283,3.8364,3.81,3.5375,4.0468,3.725,3.743,3.7976,3.8493,3.4061,3.773,3.6274,3.5536
"AC104667.3",4.5545,4.4199,4.0706,4.5071,4.0718,4.4524,4.4014,4.5924,4.0082,4.4469,4.6209,4.3577,4.5611,4.624,4.4006,4.4036,4.031,4.3394,4.4712,4.3753
"AC106801.1",2.8661,2.3669,3.0476,3.0226,3.2612,2.4409,2.596,2.6885,2.9158,2.8007,2.8911,2.8817,2.6541,2.9115,2.8224,2.548,2.7286,2.7649,2.7428,2.7645
"AC108056.1",2.2468,2.6006,2.688,2.3667,2.4011,2.1695,2.2933,2.3346,2.4261,2.4137,2.0285,2.5419,2.3106,2.1825,2.1975,2.364,2.0647,2.4863,2.222,2.2961
"AC112198.1",4.4209,4.6496,4.533,4.5859,4.6417,4.8963,4.6003,3.8908,4.8021,4.6558,4.0965,4.75,4.4068,4.4367,4.1995,4.2044,4.5779,4.4767,4.6364,4.418
"AC114730.11",5.5558,5.5652,6.2068,5.6932,5.932,5.5092,5.3854,6.1323,5.9935,5.8313,5.6485,5.6844,5.8204,5.5887,5.3166,5.3588,5.4259,5.6646,5.8883,5.6048
"AC114752.3",4.569,4.4999,4.6415,4.4065,4.3897,4.3414,4.4703,4.4983,4.4065,4.2769,4.4507,4.5558,4.4937,4.0637,4.3557,4.3633,4.5452,4.4448,4.2564,4.1659
"AC124997.1",2.2582,2.5803,2.1209,2.4151,2.5228,2.1256,2.3743,2.4262,2.381,2.683,2.1875,2.4077,2.5216,2.1957,2.1105,2.1186,2.2368,2.199,2.6139,2.054
"AC128677.4",6.6275,6.2721,6.5893,6.4562,9.8546,6.5333,5.8149,6.058,6.1877,7.8988,6.2059,6.1028,6.0818,6.3148,7.9241,6.4928,5.8949,5.8205,7.1096,6.6077
"AC136289.1",2.4826,2.8445,2.756,2.4811,2.661,2.5395,2.4897,2.5604,2.5775,2.5447,2.4322,2.4779,2.4862,2.7578,2.7417,2.5022,2.0865,2.6708,2.5735,2.4355
"AC139100.2",4.8199,4.1869,4.9545,4.917,4.8594,4.5551,4.529,4.5689,5.0816,4.7264,4.2592,4.6028,4.8866,5.0386,4.5597,4.6648,4.6283,4.5886,4.8705,4.6336
"AC139100.3",6.1811,5.7048,5.7579,6.0777,6.1406,5.8353,5.5808,5.868,6.9835,6.0371,5.9526,6.0025,5.9404,5.7888,5.9707,5.4897,5.4816,5.5309,6.215,5.8421
"AC141928.1",4.9198,4.84765,5.09355,4.7357,4.93205,4.80845,4.95525,4.95545,4.9852,5.03085,4.89235,4.869,4.76785,4.7563,5.10945,4.7828,4.9397,5.0468,5.27605,4.9252
